Місцевий час в Харкові (аеропорт),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.05.2017 06:00,6.4,744.8,759.0,-0.3,93,"Вітер, що дме з північного сходу",3,,,60%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися не з купчастих.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.3,,,,,,
20.05.2017 03:00,7.8,745.1,759.2,-0.6,92,"Вітер, що дме з півночі-північного сходу",1,,,"90  або більше, але не 100 %",Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",60%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,6.5,0.7,6,,,,
20.05.2017 00:00,8.6,745.7,759.7,-0.4,86,"Вітер, що дме з півночі",2,,,70 – 80%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",50%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,6.4,,,,,,
19.05.2017 21:00,8.9,746.1,760.1,-0.3,88,"Вітер, що дме з півночі",2,,,60%.,Стан неба в загальному не змінився. ,Гроза (грози) з опадами або без них.,Злива (зливи).,,14.9,"Шарувато-купчасті, що утворилися не з купчастих.",20–30%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,7.0,2.0,12,,,,
19.05.2017 18:00,9.6,746.4,760.4,-0.5,89,"Вітер, що дме зі сходу-південного сходу",3,,,"90  або більше, але не 100 %","Слабкий дощ в термін спостереження. Гроза протягом останньої години, але не в строк спостереження. ",Гроза (грози) з опадами або без них.,Злива (зливи).,,,"Купчасто-дощові лисі з купчастими, шарувато-купчастими або шаруватими, або без них.",70 – 80%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,7.9,,,,,,
19.05.2017 15:00,11.3,746.9,760.9,-0.6,75,"Вітер, що дме з півночі-північного заходу",2,,,60%.,Зливовий (і) дощ (и). ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові лисі з купчастими, шарувато-купчастими або шаруватими, або без них.",50%.,600-1000,"Високо-купчасті, що утворилися з купчастих (або купчасто-дощових).","Перисті щільні, що утворилися від купчасто-дощових.",10.0,6.9,1.0,6,,,,
19.05.2017 12:00,13.1,747.5,761.4,-0.5,67,"Вітер, що дме із заходу-північного заходу",5,,,70 – 80%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",60%.,1000-1500,"Високо-купчасті прозорі, смугами, або один або кілька шарів високо-купчастих прозорих, що поширюються по небу; ці високо-купчасті в цілому ущільнюються.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,7.1,,,,,,
19.05.2017 09:00,10.9,748.0,762.0,0.1,78,"Вітер, що дме з півночі-північного заходу",3,,,"90  або більше, але не 100 %", ,,,3.5,,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.","Перисті кігтевидні або волокнисті або перші і другі, що поширюються по небу і в цілому зазвичай ущільнюються.",10.0,7.1,,,Поверхня грунту волога.,2.0,,
19.05.2017 06:00,4.3,747.9,762.2,-0.5,92,"Вітер, що дме з північного заходу",2,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",40%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,3.1,,,,,,
19.05.2017 03:00,4.0,748.4,762.7,-0.5,92,"Вітер, що дме із заходу-північного заходу",2,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",40%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,2.8,,,,,,
19.05.2017 00:00,5.8,748.9,763.1,-0.4,87,"Вітер, що дме із заходу-північного заходу",2,,,хмар немає, ,,,,,,,,,,10.0,3.7,,,,,,
18.05.2017 21:00,8.4,749.3,763.5,0.4,68,"Вітер, що дме з півночі-північного заходу",2,,,50%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,,11.7,"Шарувато-купчасті, що утворилися не з купчастих.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,2.7,4.0,12,,,,
18.05.2017 18:00,11.2,748.9,762.9,-0.1,56,"Вітер, що дме з півночі-північного заходу",5,,,60%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися з купчастих.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,2.7,,,,,,
18.05.2017 15:00,7.7,749.0,763.2,0.0,79,"Вітер, що дме з півночі-північного заходу",4,,,"90  або більше, але не 100 %",Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Гроза (грози) з опадами або без них.,Злива (зливи).,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.","90  або більше, але не 100 %",600-1000,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,4.3,4.0,6,,,,
18.05.2017 12:00,7.2,749.0,763.2,0.1,88,"Вітер, що дме зі сходу-північного сходу",3,,,"90  або більше, але не 100 %",Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.","90  або більше, але не 100 %",300-600,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.4,,,,,,
18.05.2017 09:00,7.3,748.9,763.0,0.2,80,"Вітер, що дме з півночі-північного заходу",2,,,"90  або більше, але не 100 %",Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,5.8,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.","90  або більше, але не 100 %",600-1000,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,4.1,5.0,12,,,,
18.05.2017 06:00,6.4,748.7,763.0,-1.0,90,"Вітер, що дме з північного заходу",3,,,"90  або більше, але не 100 %",Зливовий (і) дощ (и). ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.","90  або більше, але не 100 %",300-600,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,4.8,,,,,,
18.05.2017 03:00,6.5,749.7,763.9,-1.2,87,"Вітер, що дме із заходу",2,,,100%.,Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,600-1000,,,10.0,4.4,1.0,6,,,,
18.05.2017 00:00,7.7,750.9,765.1,-0.7,72,"Вітер, що дме із заходу",3,,,70 – 80%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",70 – 80%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,3.0,,,,,,
17.05.2017 21:00,8.7,751.6,765.8,-0.2,69,"Вітер, що дме з півночі",5,,,50%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,,13.1,"Шарувато-купчасті, що утворилися не з купчастих.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,3.3,Сліди опадів,12,,,,
17.05.2017 18:00,11.4,751.8,765.8,0.0,53,"Вітер, що дме із заходу-північного заходу",5,,,50%., ,,,,,"Шарувато-купчасті, що утворилися з купчастих.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,2.0,,,,,,
17.05.2017 15:00,12.5,751.8,765.8,0.2,40,"Вітер, що дме з північного заходу",8,,,70 – 80%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",70 – 80%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,-0.8,,,,,,
17.05.2017 12:00,12.4,751.6,765.6,-0.3,43,"Вітер, що дме із заходу-північного заходу",6,,,50%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,0.0,,,,,,
17.05.2017 09:00,10.2,751.9,766.0,0.6,63,"Вітер, що дме з півночі-північного заходу",5,,,50%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,7.5,,"Шарувато-купчасті, що утворилися не з купчастих.",50%.,600-1000,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,3.3,0.4,12,,,,
17.05.2017 06:00,8.1,751.3,765.5,0.9,83,"Вітер, що дме з півночі",6,,,70 – 80%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.",60%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.4,,,,,,
17.05.2017 03:00,11.4,750.4,764.4,0.1,80,"Вітер, що дме з півночі-північного заходу",5,,,100%.,Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",60%.,600-1000,"Високо-купчасті прозорі, смугами, або один або кілька шарів високо-купчастих прозорих, що поширюються по небу; ці високо-купчасті в цілому ущільнюються.",,10.0,8.1,0.4,6,,,,
17.05.2017 00:00,14.1,750.3,764.2,-0.2,54,"Вітер, що дме з півночі-північного заходу",4,,,60%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,4.9,,,,,,
16.05.2017 21:00,16.5,750.5,764.3,-0.2,38,"Вітер, що дме з півдня",2,,,60%., ,,,,21.0,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті кігтевидні або волокнисті або перші і другі, що поширюються по небу і в цілому зазвичай ущільнюються.",10.0,2.0,,,,,,
16.05.2017 18:00,20.8,750.7,764.3,-0.9,28,"Вітер, що дме із заходу",2,,,40%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",20–30%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,1.4,,,,,,
16.05.2017 15:00,20.8,751.6,765.2,-1.4,29,"Вітер, що дме з півночі",2,,,40%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",20–30%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,2.1,,,,,,
16.05.2017 12:00,18.4,753.0,766.7,-0.7,35,"Вітер, що дме з північного сходу",4,,,20–30%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,2.5,,,,,,
16.05.2017 09:00,15.2,753.7,767.6,-0.2,46,"Вітер, що дме зі сходу-північного сходу",4,,,хмар немає, ,,,6.7,,,,,,,10.0,3.6,,,Поверхня грунту волога.,3.0,,
16.05.2017 06:00,8.0,753.9,768.1,-0.1,78,"Вітер, що дме з півночі-північного заходу",2,,,хмар немає, ,,,,,,,,,,10.0,4.3,,,,,,
16.05.2017 03:00,8.6,754.0,768.2,-0.2,72,"Вітер, що дме з півночі-північного сходу",1,,,хмар немає, ,,,,,,,,,,10.0,3.7,,,,,,
16.05.2017 00:00,10.0,754.2,768.4,0.5,68,"Вітер, що дме зі сходу-північного сходу",3,,,хмар немає, ,,,,,,,,,,10.0,4.4,,,,,,
15.05.2017 21:00,13.2,753.7,767.7,0.8,60,"Вітер, що дме з північного сходу",3,,,60%., ,,,,18.8,"Шарувато-купчасті, що утворилися не з купчастих.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.5,,,,,,
15.05.2017 18:00,17.7,752.9,766.6,0.0,43,"Вітер, що дме зі сходу-північного сходу",6,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,5.0,,,,,,
15.05.2017 15:00,18.3,752.9,766.6,-0.1,43,"Вітер, що дме з півночі-північного сходу",7,,,50%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",20–30%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.6,,,,,,
15.05.2017 12:00,14.7,753.0,766.9,0.8,54,"Вітер, що дме з північного сходу",6,,,"90  або більше, але не 100 %", ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.4,,,,,,
15.05.2017 09:00,9.9,752.2,766.3,1.4,78,"Вітер, що дме з півночі-північного сходу",8,,,"90  або більше, але не 100 %",Стан неба в загальному не змінився. ,Злива (зливи).,Дощ.,8.6,,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,6.2,Сліди опадів,12,,,,
15.05.2017 06:00,8.6,750.8,765.0,0.8,89,"Вітер, що дме з півночі-північного сходу",8,,,100%.,Дощ (незамерзаючий) не має зливовий характер. ,Дощ.,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,300-600,,,10.0,6.9,,,,,,
15.05.2017 03:00,9.1,750.0,764.1,0.3,88,"Вітер, що дме з півночі-північного сходу",5,,,100%., ,,,,,"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.",60%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.",,10.0,7.2,,,,,,
15.05.2017 00:00,9.3,749.7,763.8,0.1,88,"Вітер, що дме з півночі-північного сходу",5,,,100%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",70 – 80%.,300-600,"Високо-купчасті прозорі, смугами, або один або кілька шарів високо-купчастих прозорих, що поширюються по небу; ці високо-купчасті в цілому ущільнюються.",,10.0,7.4,,,,,,
14.05.2017 21:00,9.9,749.6,763.6,0.7,87,"Вітер, що дме з півночі-північного сходу",6,,,100%., ,,,,14.4,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,300-600,,,10.0,7.8,,,,,,
14.05.2017 18:00,10.9,748.9,762.9,0.7,82,"Вітер, що дме з півночі-північного сходу",5,,,100%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,300-600,,,10.0,8.0,,,,,,
14.05.2017 15:00,12.4,748.2,762.1,0.6,80,"Вітер, що дме з півночі-північного сходу",6,,,"90  або більше, але не 100 %", ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",70 – 80%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,9.0,,,,,,
14.05.2017 12:00,13.7,747.6,761.4,0.2,79,"Вітер, що дме з північного сходу",6,,,"90  або більше, але не 100 %", ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",60%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,10.0,,,,,,
14.05.2017 09:00,11.4,747.4,761.4,0.6,84,"Вітер, що дме з північного сходу",5,,,"90  або більше, але не 100 %", ,,,8.6,,"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.",60%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,8.8,Сліди опадів,12,,,,
14.05.2017 06:00,8.6,746.8,760.9,-0.3,90,"Вітер, що дме з півночі-північного сходу",5,,,100%., ,,,,,"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.",60%.,200-300,"Високо-купчасті прозорі, смугами, або один або кілька шарів високо-купчастих прозорих, що поширюються по небу; ці високо-купчасті в цілому ущільнюються.",,10.0,7.1,,,,,,
14.05.2017 03:00,9.1,747.1,761.1,-0.6,92,"Вітер, що дме з північного сходу",4,,,100%.,Стан неба в загальному не змінився. ,Дощ.,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.",60%.,200-300,"Високо-купчасті прозорі, смугами, або один або кілька шарів високо-купчастих прозорих, що поширюються по небу; ці високо-купчасті в цілому ущільнюються.",,10.0,7.9,Сліди опадів,6,,,,
14.05.2017 00:00,9.2,747.7,761.8,-0.5,89,"Вітер, що дме з північного сходу",3,,,100%.,Стан неба в загальному не змінився. ,Дощ.,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися не з купчастих.",50%.,1000-1500,"Високо-купчасті прозорі, смугами, або один або кілька шарів високо-купчастих прозорих, що поширюються по небу; ці високо-купчасті в цілому ущільнюються.",,10.0,7.5,,,,,,
13.05.2017 21:00,9.9,748.2,762.2,-0.3,92,"Вітер, що дме з північного сходу",5,,,100%.,Дощ незамерзаючий безперервний слабкий в термін спостереження. ,Злива (зливи).,Дощ.,,11.5,"Шаруваті розірвані або купчасті розірвані хмари поганої погоди, або ті й інші разом (розірвано-дощові); зазвичай розташовані під шаруватими або шарувато-дощовими хмарами.",70 – 80%.,200-300,Високо-шаруваті непрозорі або шарувато-дощові.,,10.0,8.7,4.0,12,,,,
13.05.2017 18:00,10.5,748.5,762.5,-0.4,95,"Вітер, що дме з півночі-північного сходу",4,,,100%.,Зливовий (і) дощ (и). ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,200-300,,,10.0,9.7,,,,,,
13.05.2017 15:00,11.1,748.9,762.9,-0.2,91,"Вітер, що дме з північного сходу",4,,,100%.,Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,300-600,,,10.0,9.7,0.4,6,,,,
13.05.2017 12:00,10.4,749.1,763.1,0.5,92,"Вітер, що дме зі сходу",4,,,100%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,200-300,,,10.0,9.2,,,,,,
13.05.2017 09:00,9.0,748.6,763.3,-0.5,95,"Вітер, що дме зі сходу",5,,,100%.,Зливовий (і) дощ (и). ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,6.8,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,100-200,Високо-шаруваті прозорі.,"Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",8.0,8.2,2.0,24,,,,
13.05.2017 06:00,7.4,749.1,763.3,0.1,95,"Вітер, що дме зі сходу",5,,,100%.,Зливовий (і) дощ (и). ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,100-200,,,7.0,6.7,,,,,,
13.05.2017 03:00,7.3,749.0,763.2,-0.9,94,"Вітер, що дме зі сходу",4,,,100%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,1000-1500,,,10.0,6.4,4.0,6,,,,
13.05.2017 00:00,6.8,749.9,764.2,0.1,94,"Вітер, що дме зі сходу",4,,,100%.,Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,600-1000,,,10.0,5.9,,,,,,
12.05.2017 21:00,7.7,749.8,763.9,0.8,90,"Вітер, що дме з північного сходу",3,,,"90  або більше, але не 100 %",Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,10.2,"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.",40%.,300-600,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,6.2,6.0,12,,,,
12.05.2017 18:00,10.2,749.0,763.0,-0.7,75,"Вітер, що дме зі сходу",3,,,60%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,5.9,,,,,,
12.05.2017 15:00,6.9,749.7,763.9,0.2,93,"Вітер, що дме з півночі-північного сходу",4,,,100%.,Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові лисі з купчастими, шарувато-купчастими або шаруватими, або без них.",100%.,200-300,,,10.0,5.8,5.0,6,,,,
12.05.2017 12:00,8.2,749.5,763.6,1.1,70,"Вітер, що дме з півночі-північного сходу",4,,,100%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,600-1000,,,10.0,3.0,,,,,,
12.05.2017 09:00,9.4,748.4,762.4,0.8,94,"Вітер, що дме із заходу-південного заходу",2,,,100%.,Дощ незамерзаючий безперервний слабкий в термін спостереження. ,Дощ.,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,4.0,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,100-200,,,7.0,8.4,Сліди опадів,12,Поверхня грунту волога.,2.0,,
12.05.2017 06:00,8.2,747.6,761.7,0.7,87,"Вітер, що дме із заходу-південного заходу",2,,,100%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",100%.,200-300,,,10.0,6.2,,,,,,
12.05.2017 03:00,5.1,746.9,761.2,-0.5,83,"Вітер, що дме з південного сходу",4,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,2.4,,,,,,
12.05.2017 00:00,8.1,747.4,761.5,0.1,59,"Вітер, що дме з півдня",2,,,50%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,0.6,,,,,,
11.05.2017 21:00,9.7,747.3,761.3,0.5,39,"Вітер, що дме з півдня-південного заходу",3,,,40%., ,,,,14.2,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",40%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,-3.6,,,,,,
11.05.2017 18:00,12.7,746.8,760.6,-0.5,31,"Вітер, що дме з півдня-південного заходу",5,,,70 – 80%., ,,,,,"Шарувато-купчасті, що утворилися з купчастих.",50%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,-4.3,,,,,,
